case_number,decision_type,judge_names,verdict_derived
074-CR-0182,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
074-CR-0183,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
074-CR-0184,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
074-CR-0185,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
074-CR-0186,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
074-CR-0187,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
074-CR-0188,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
074-CR-0189,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
074-CR-0190,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
074-CR-0191,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
074-CR-0192,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
074-CR-0193,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
074-CR-0194,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
074-CR-0195,सफाई,अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी सदस्य माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल,True
074-CR-0196,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
074-CR-0197,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0001,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0002,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0003,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0004,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0005,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0006,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0007,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0008,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0009,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0010,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0011,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0012,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0013,सफाई,"सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
075-CR-0014,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0015,ठहर,"सदस्य माननीय न्यायाधीश श्री अब्दुल अजिज मुसलमान
सदस्य माननीय न्यायाधीश श्री नित्यानन्द पाण्डेय",False
075-CR-0016,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0017,आंशिक ठहर,"सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश श्री नित्यानन्द पाण्डेय",False
075-CR-0018,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा",False
075-CR-0019,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0020,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
075-CR-0021,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
075-CR-0022,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0023,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0024,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0025,आंशिक ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0026,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0027,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0028,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0029,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री प्रेमराज कार्की
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0030,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती",False
075-CR-0031,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0032,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0033,सफाई,"सदस्य माननीय न्यायाधीश श्री अब्दुल अजिज मुसलमान
सदस्य माननीय न्यायाधीश श्री नित्यानन्द पाण्डेय",False
075-CR-0034,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
075-CR-0035,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0036,आंशिक ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
075-CR-0037,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0038,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती",False
075-CR-0039,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती",False
075-CR-0040,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0041,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री प्रेमराज कार्की
सदस्य माननीय न्यायाधीश श्री नित्यानन्द पाण्डेय
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0042,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल",False
075-CR-0043,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल",False
075-CR-0044,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0045,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
075-CR-0046,सफाई,"सदस्य माननीय न्यायाधीश श्री अब्दुल अजिज मुसलमान
सदस्य माननीय न्यायाधीश श्री नित्यानन्द पाण्डेय
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0047,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
075-CR-0048,सफाई,"सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0049,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0050,आंशिक ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0051,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0052,ठहर,"सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0053,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
075-CR-0054,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
075-CR-0055,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0056,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0057,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0058,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
075-CR-0059,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0060,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती",False
075-CR-0061,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
075-CR-0062,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0063,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल",False
075-CR-0064,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0065,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती",False
075-CR-0066,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0067,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0068,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0069,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0070,ठहर,"सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश श्री नित्यानन्द पाण्डेय
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा",False
075-CR-0071,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0072,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0073,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
075-CR-0074,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0075,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0076,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री नारायणप्रसाद पोखरेल",False
075-CR-0077,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0078,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0079,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0080,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0081,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
075-CR-0082,आंशिक ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0083,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0084,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0085,आंशिक ठहर,"सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0086,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0087,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री शिवराज अधिकारी
सदस्य माननीय न्यायाधीश श्री बालेन्द्र रुपाखेती
सदस्य माननीय न्यायाधीश डा. सदस्य माननीय न्यायाधीश श्री रवि शर्मा अर्याल",False
075-CR-0088,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
075-CR-0089,सफाई,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0090,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री चण्डीराज ढकाल
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0091,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
075-CR-0092,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0093,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0094,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री प्रेमराज कार्की
सदस्य माननीय न्यायाधीश श्री नित्यानन्द पाण्डेय
सदस्य माननीय न्यायाधीश श्री शान्तिसिंह थापा",False
075-CR-0095,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री प्रमोदकुमार श्रेष्ठ वैद्य",False
075-CR-0096,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री बाबुराम रेग्मी
अध्यक्ष माननीय न्यायाधीश श्री द्वारिकामान जोशी
अध्यक्ष माननीय न्यायाधीश श्री रत्नबहादुर बागचन्द",False
075-CR-0097,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
075-CR-0098,ठहर,"सदस्य माननीय न्यायाधीश श्री कृष्ण गिरी
सदस्य माननीय न्यायाधीश श्री चन्द्रबहादुर सारु",False
075-CR-0099,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
